Score_Rank,Number_students,Numb_students_per_Staff,International_Students,Percentage_Female,Percentage_Male,Teaching,Research,Citations,Industry_Income,International_Outlook,Score_Result,Overall_Ranking,Country,University,Rank
510,40381,30.2,1,52,48,13.4,10.2,11.3,35.4,29.8,13.6,10.7,Mexico,Michoac�n University of San Nicol�s of Hidalgo,> 300
489,3954,4.7,0,54,46,27.4,7.6,8.5,35.7,23.4,15.7,10.7,Brazil,State University of Santa Cruz,> 300
79,31219,4.3,17,57,43,48.1,44.1,89.6,48.1,85.4,62.1,62.1,Denmark,University of Copenhagen,0 to 100
373,15356,17.0,22,52,48,18.7,14.8,38.7,34.8,70.1,27.8,22.2,United Kingdom,University of Salford,> 300
146,30365,14.2,8,47,53,39.0,34.7,86.4,48.3,33.0,51.7,50.1,United States,University of Utah,100 to 200
224,1142,2.6,1,54,46,26.9,9.6,99.8,40.2,18.1,43.3,42.4,Japan,"University of Occupational and Environmental Health, Japan",200 to 300
449,21908,19.9,4,45,55,22.7,21.1,12.1,46.6,23.0,19.7,10.7,South Korea,Chungnam National University,> 300
457,46096,9.6,2,61,39,18.0,7.1,25.7,34.4,37.2,18.9,10.7,Argentina,National University of Cuyo,> 300
382,10305,11.7,1,50,50,22.0,14.2,39.5,44.1,41.8,26.9,22.2,China,Shantou University,> 300
325,8673,9.0,3,59,41,37.7,10.0,52.6,43.4,20.7,32.7,28.3,Iran,Iran University of Medical Sciences,> 300
72,23342,19.5,15,43,57,57.6,61.2,70.3,97.3,51.1,63.0,63.0,South Korea,Sungkyunkwan University (SKKU),0 to 100
408,16144,18.0,3,0,0,22.9,13.1,35.5,57.2,17.4,24.2,22.2,China,China Pharmaceutical University,> 300
447,3659,2.1,1,59,41,30.3,8.7,20.0,36.4,16.6,19.9,10.7,Japan,Showa University,> 300
121,46642,16.8,10,55,45,54.0,53.8,61.9,57.9,40.0,55.4,55.4,United States,University of Florida,100 to 200
495,5516,13.8,3,37,63,19.5,9.8,12.0,42.1,22.4,15.1,10.7,Japan,Iwate University,> 300
127,22414,22.3,7,55,45,41.3,51.3,71.2,41.8,54.7,54.3,54.3,Israel,Tel Aviv University,100 to 200
525,29921,20.9,1,53,47,13.9,7.4,9.2,34.5,28.2,12.1,10.7,Mexico,University of Sonora,> 300
202,20888,27.0,21,56,44,27.6,38.2,60.5,95.9,70.6,45.6,44.5,Belgium,University of Li�ge,200 to 300
351,25013,22.3,5,56,44,28.5,17.4,43.5,35.4,30.6,30.0,28.3,United States,Ohio University (Main campus),> 300
107,34569,15.5,10,44,56,50.7,48.0,71.8,84.9,57.8,57.6,57.6,China,Nanjing University,100 to 200
369,10472,12.0,4,53,47,36.0,14.4,34.3,36.3,24.6,28.2,22.2,United States,Marquette University,> 300
356,20360,26.4,0,47,53,27.9,19.9,42.2,42.9,19.5,29.5,28.3,Iran,University of Tabriz,> 300
448,6473,7.7,3,37,63,27.4,12.9,17.8,37.6,19.4,19.8,10.7,Japan,Gunma University,> 300
98,61390,15.5,17,64,36,52.0,36.1,88.3,35.6,66.6,58.8,58.8,France,University of Paris,0 to 100
349,8595,14.7,8,59,41,23.6,15.2,48.8,37.8,41.6,30.3,28.3,Spain,University of Lleida,> 300
479,19973,9.7,1,68,32,20.5,8.9,12.5,34.4,43.2,16.7,10.7,Tunisia,University of Monastir,> 300
157,34120,23.6,17,58,42,25.5,32.7,86.0,42.0,81.8,50.4,50.1,Australia,Griffith University,100 to 200
517,4872,13.4,4,36,64,18.0,10.3,6.0,36.6,22.8,12.9,10.7,Japan,Utsunomiya University,> 300
366,1165,10.8,5,11,89,20.8,12.5,41.7,36.0,68.3,28.5,28.3,Japan,The University of Aizu,> 300
173,15196,14.7,23,54,46,27.7,29.6,79.5,44.4,85.4,48.6,46.9,Canada,Dalhousie University,100 to 200
297,16569,19.3,3,57,43,23.9,17.7,66.0,34.4,35.4,35.8,35.3,United States,University of Rhode Island,200 to 300
447,830104,493.5,1,37,63,13.0,24.1,16.5,100.0,17.3,19.9,10.7,Turkey,Anadolu University,> 300
480,19143,11.4,3,49,51,16.3,7.9,20.9,34.8,29.0,16.6,10.7,Japan,Aoyama Gakuin University,> 300
256,18643,8.8,13,28,72,44.2,39.2,34.3,75.3,38.8,40.1,38.8,Japan,Kyushu University,200 to 300
396,42079,25.2,11,58,42,18.6,10.8,40.9,36.7,45.5,25.4,22.2,Spain,University Rey Juan Carlos,> 300
412,9994,15.9,8,27,73,21.8,20.2,22.4,86.7,28.8,23.6,22.2,Taiwan,National Taipei University of Technology,> 300
456,156419,24.0,1,53,47,13.6,7.7,29.6,34.4,38.8,19.0,10.7,Egypt,Zagazig University,> 300
494,5321,9.5,12,55,45,19.8,11.9,5.9,40.5,38.8,15.2,10.7,Czech Republic,Technical University of Liberec,> 300
55,22566,9.0,9,24,76,73.7,78.1,59.9,66.2,33.7,67.7,67.7,Japan,Kyoto University,0 to 100
479,11912,17.2,4,34,66,17.7,13.5,15.7,39.4,21.5,16.7,10.7,South Korea,Seoul National University of Science and Technology (SeoulTech),> 300
4,16135,7.3,23,43,57,92.8,96.4,99.9,66.2,79.5,94.3,94.3,United States,Stanford University,0 to 100
514,12221,33.9,2,41,59,16.0,9.8,10.5,36.4,19.1,13.2,10.7,Japan,Tokyo University of Agriculture,> 300
402,19288,19.1,8,55,45,27.0,14.8,28.7,35.9,36.4,24.8,22.2,Spain,University of Cadiz,> 300
287,44835,16.4,7,54,46,23.4,20.8,68.2,37.5,28.3,36.8,35.3,China,Soochow University,200 to 300
505,38192,29.3,0,67,33,18.5,8.0,11.0,35.5,26.1,14.1,10.7,Thailand,Mahasarakham University,> 300
331,20020,10.4,14,38,62,25.2,16.0,48.9,42.6,53.7,32.1,28.3,Germany,TU Braunschweig,> 300
113,24082,36.6,10,56,44,38.7,42.4,87.5,65.6,61.5,56.8,56.8,Germany,University of W�rzburg,100 to 200
346,20908,10.7,15,68,32,35.6,22.7,26.7,45.7,52.8,30.6,28.3,Malaysia,Universiti Sains Malaysia,> 300
318,27403,33.0,2,57,43,17.6,17.5,59.8,87.9,38.3,33.5,28.3,Italy,University of Calabria,> 300
135,17747,17.2,36,55,45,31.2,35.5,83.7,38.7,96.4,53.3,50.1,United Kingdom,Queen�s University Belfast,100 to 200
292,12017,16.7,12,30,70,35.8,43.3,25.6,87.0,35.9,36.3,35.3,Taiwan,National Chiao Tung University,200 to 300
37,40472,47.8,27,34,66,64.6,70.4,85.5,100.0,72.9,74.1,74.1,Germany,Technical University of Munich,0 to 100
430,8872,18.3,9,70,30,16.7,13.5,29.2,34.5,40.4,21.7,10.7,Czech Republic,University of Ostrava,> 300
298,7123,6.2,20,0,0,42.8,31.9,30.3,35.7,43.8,35.7,35.3,Russian Federation,Novosibirsk State University,200 to 300
518,16787,41.9,8,56,44,13.7,12.2,7.1,41.5,25.1,12.8,10.7,Taiwan,Chaoyang University of Technology,> 300
455,17595,14.0,2,50,50,28.1,14.3,12.3,47.6,20.1,19.1,10.7,Brazil,Federal University of Vi�osa,> 300
276,11730,22.4,21,59,41,13.9,13.9,76.8,35.0,74.6,37.9,35.3,United Kingdom,University of the West of Scotland,200 to 300
97,16058,14.9,24,56,44,40.3,46.6,85.1,36.4,85.4,58.9,58.9,United Kingdom,University of York,0 to 100
56,39144,35.7,34,55,45,49.3,58.7,86.8,80.9,92.5,67.4,67.4,Australia,University of Queensland,0 to 100
84,33427,10.7,22,23,77,66.0,64.7,50.6,100.0,61.8,61.5,61.5,China,Zhejiang University,0 to 100
474,28329,14.8,3,34,66,16.6,10.8,21.3,38.9,21.0,17.2,10.7,Poland,Wroc?aw University of Science and Technology,> 300
413,24237,14.8,4,55,45,19.3,12.7,37.5,40.6,21.5,23.5,22.2,China,Northwest University,> 300
331,6212,15.9,17,34,66,27.1,30.1,26.8,78.2,66.0,32.1,28.3,Malaysia,Universiti Teknologi Petronas,> 300
446,17065,20.4,20,53,47,17.4,13.1,18.7,49.9,53.7,20.0,10.7,Czech Republic,Czech University of Life Sciences Prague (CULS),> 300
104,11017,9.8,16,55,45,49.1,34.2,94.4,38.6,49.6,58.0,58.0,United States,Tufts University,100 to 200
365,15077,9.0,10,36,64,28.9,22.4,31.5,49.9,33.7,28.6,28.3,Japan,Hiroshima University,> 300
2,2240,6.4,30,34,66,92.1,97.2,97.9,88.0,82.5,94.5,94.5,United States,California Institute of Technology,0 to 100
417,24984,7.5,3,47,53,19.9,8.6,33.8,35.9,47.4,23.1,22.2,Peru,Pontifical Catholic University of Peru,> 300
341,7752,14.8,1,28,72,19.1,9.7,66.5,36.0,20.9,31.1,28.3,India,Thapar University,> 300
169,13125,16.0,37,55,45,30.2,34.3,71.9,46.8,93.7,49.1,46.9,United Kingdom,University of Surrey,100 to 200
75,3030,5.7,40,22,78,59.6,49.1,70.2,69.6,95.2,62.6,62.5,France,�cole Polytechnique,0 to 100
183,10086,30.0,6,51,49,30.3,34.4,76.4,43.0,54.3,47.5,46.9,Finland,University of Oulu,100 to 200
174,29250,17.3,13,57,43,40.1,31.8,67.6,59.6,69.2,48.5,46.9,Canada,Laval University,100 to 200
388,17406,15.1,8,56,44,21.2,16.6,36.4,37.1,41.9,26.3,22.2,Spain,University of C�rdoba,> 300
156,8235,11.4,9,55,45,47.5,21.1,87.4,35.3,37.3,50.5,50.1,United States,William & Mary,100 to 200
501,30346,11.2,3,39,61,24.3,8.0,6.9,35.4,24.6,14.5,10.7,Japan,Kansai University,> 300
491,14011,28.1,23,54,46,18.9,13.3,5.5,35.1,43.5,15.5,10.7,Czech Republic,"University of Economics, Prague",> 300
275,38971,10.4,10,59,41,24.6,25.8,49.6,83.4,80.3,38.1,35.3,Saudi Arabia,King Saud University,200 to 300
513,18104,14.6,3,28,72,14.6,7.5,12.3,34.8,27.7,13.3,10.7,Japan,Kanagawa University,> 300
400,15687,20.4,21,61,39,15.8,13.3,35.0,34.5,65.3,25.0,22.2,United Kingdom,University of Wolverhampton,> 300
336,64648,13.8,4,50,50,30.6,24.8,38.3,63.8,25.3,31.6,28.3,China,Sichuan University,> 300
221,24290,25.8,2,56,44,20.2,19.5,94.0,37.3,33.9,43.6,42.4,Italy,University of Salerno,200 to 300
166,2566,10.4,34,60,40,19.6,21.2,95.0,50.4,98.1,49.4,46.9,Saudi Arabia,Alfaisal University,100 to 200
246,6866,16.2,19,49,51,24.8,22.9,66.3,39.7,78.1,41.1,38.8,United Kingdom,Aberystwyth University,200 to 300
33,25913,10.6,12,0,0,85.9,89.6,60.7,77.4,38.2,75.7,75.7,Japan,The University of Tokyo,0 to 100
291,47035,22.0,4,56,44,28.4,13.1,70.5,37.5,25.0,36.4,35.3,Turkey,Hacettepe University,200 to 300
426,23923,15.2,0,49,51,14.8,7.3,41.4,34.4,29.1,22.1,10.7,Brazil,University of Fortaleza (UNIFOR),> 300
473,12796,18.7,11,49,51,16.5,10.5,17.8,35.4,40.1,17.3,10.7,Hungary,Szent Istv�n University,> 300
175,38520,24.1,7,56,44,38.0,40.1,69.2,39.4,43.5,48.4,46.9,United States,Florida State University,100 to 200
301,18653,16.2,31,62,38,22.9,18.9,49.1,41.5,92.8,35.3,35.3,New Zealand,Massey University,> 300
215,16621,21.2,15,59,41,17.3,21.1,89.9,35.4,64.2,44.2,42.4,France,Universit� de Versailles Saint-Quentin-en-Yvelines,200 to 300
341,24982,22.7,5,57,43,28.7,22.6,41.3,35.1,32.2,31.1,28.3,United States,"University of Nevada, Las Vegas",> 300
254,6122,24.4,1,33,67,17.3,22.1,84.1,37.1,30.9,40.3,38.8,Italy,Polytechnic University of Bari,200 to 300
343,19093,19.5,27,56,44,16.9,13.8,50.4,34.6,75.6,30.9,28.3,United Kingdom,De Montfort University,> 300
264,140126,24.9,3,55,45,19.1,9.2,88.1,39.6,44.3,39.2,38.8,Egypt,Mansoura University,200 to 300
419,8807,16.6,5,0,0,22.6,18.2,24.7,40.9,29.2,22.9,22.2,South Korea,University of Seoul,> 300
311,20663,13.7,13,37,63,32.8,41.1,22.9,99.8,36.3,34.3,28.3,Taiwan,National Cheng Kung University (NCKU),> 300
262,44128,25.7,9,50,50,33.6,25.9,58.0,36.8,42.5,39.4,38.8,United States,University of Houston,200 to 300
196,3737,4.5,4,69,31,31.1,29.5,73.5,94.8,47.6,46.2,44.5,Sweden,Swedish University of Agricultural Sciences,100 to 200
396,32944,13.4,1,54,46,21.9,9.1,38.8,36.5,47.4,25.4,22.2,Vietnam,"Vietnam National University, Hanoi",> 300
329,53614,24.5,2,44,56,36.7,23.5,38.7,34.4,23.3,32.3,28.3,Iran,University of Tehran,> 300
69,36794,20.2,22,0,0,48.2,49.7,86.4,70.0,84.1,63.3,63.4,Canada,University of Montreal,0 to 100
327,13202,23.2,3,46,54,23.2,21.2,49.4,50.8,41.8,32.5,28.3,Turkey,Bo?azi�i University,> 300
234,36706,23.0,23,55,45,30.0,18.3,68.5,40.4,83.2,42.3,38.8,France,University of C�te d�Azur,200 to 300
381,8552,12.8,0,63,37,16.8,13.2,47.6,35.2,37.2,27.0,22.2,Sweden,Karlstad University,> 300
450,13499,22.3,3,43,57,16.1,17.0,21.9,37.0,29.3,19.6,10.7,South Korea,Incheon National University,> 300
179,32259,35.7,17,56,44,23.5,29.1,82.8,40.4,83.7,47.9,46.9,Australia,Western Sydney University,100 to 200
438,31893,19.1,1,58,42,17.4,14.3,27.3,36.4,30.4,20.9,10.7,United States,Texas State University,> 300
332,33030,11.4,1,28,72,16.9,9.9,65.5,34.5,45.7,32.0,28.3,Pakistan,COMSATS University Islamabad,> 300
214,12785,16.3,6,63,37,27.1,30.8,73.5,37.3,52.6,44.3,42.4,Finland,University of Turku,200 to 300
484,14998,23.5,0,58,42,17.8,13.7,15.1,41.6,15.1,16.2,10.7,Iran,Shahid Bahonar University of Kerman,> 300
508,177983,10.8,0,39,61,17.6,9.0,10.7,40.4,21.8,13.8,10.7,Mexico,National Polytechnic University (IPN),> 300
314,18336,12.9,4,58,42,19.3,11.5,67.8,35.2,46.9,34.0,28.3,Spain,University of La Laguna,> 300
390,9190,13.2,6,39,61,24.4,28.0,21.9,58.9,30.6,26.1,22.2,Taiwan,National Sun Yat-Sen University,> 300
161,22111,13.1,9,0,0,35.9,37.3,78.1,56.5,42.0,50.0,46.9,Russian Federation,Higher School of Economics,100 to 200
225,34686,20.4,11,59,41,37.9,25.1,65.8,42.3,46.2,43.2,42.4,Italy,University of Florence,200 to 300
225,21811,17.5,17,55,45,19.4,18.1,85.6,35.1,72.4,43.2,42.4,United Kingdom,Northumbria University,200 to 300
349,12154,17.1,5,49,51,16.5,12.0,62.4,35.7,28.0,30.3,28.3,Malaysia,Universiti Malaysia Perlis,> 300
150,28726,14.5,17,56,44,33.7,32.3,85.9,35.1,65.3,51.3,50.1,France,Paris-Sud University,100 to 200
229,33848,22.4,30,47,53,25.7,26.1,64.5,42.5,91.8,42.8,42.4,Australia,RMIT University,200 to 300
41,44916,17.9,24,47,53,63.2,78.0,84.4,47.9,54.3,73.0,72.9,United States,University of Illinois at Urbana-Champaign,0 to 100
81,39124,18.4,10,52,48,52.6,53.7,85.3,52.7,40.2,61.8,61.8,United States,University of Arizona,0 to 100
376,24232,14.7,4,37,63,27.2,25.2,29.5,54.4,20.3,27.5,22.2,China,University of Science and Technology Beijing,> 300
366,15775,17.4,18,66,34,25.3,16.1,35.2,35.7,61.5,28.5,28.3,China,University of International Business and Economics,> 300
422,37634,14.2,2,69,31,18.1,13.4,32.7,35.4,32.7,22.6,22.2,Poland,"Adam Mickiewicz University, Pozna?",> 300
406,7566,19.4,5,63,37,26.2,10.4,24.0,35.8,70.7,24.4,22.2,Lebanon,Universit� Saint-Joseph de Beyrouth,> 300
521,8922,9.0,7,35,65,19.3,10.5,2.1,54.9,20.3,12.5,10.7,Russian Federation,Perm National Research Polytechnic University,> 300
466,10161,14.9,5,42,58,19.1,18.3,13.7,41.3,21.2,18.0,10.7,Taiwan,National Chung Cheng University,> 300
461,30969,40.7,2,37,63,16.8,9.7,25.9,35.2,25.8,18.5,10.7,Japan,Hosei University,> 300
241,24610,17.2,11,48,52,30.1,28.0,63.2,38.6,56.7,41.6,38.8,United States,University of Nebraska-Lincoln,200 to 300
154,5716,11.2,15,24,76,53.3,45.6,47.2,99.9,58.7,50.7,50.1,Russian Federation,Moscow Institute of Physics and Technology,100 to 200
147,8033,21.4,15,50,50,36.8,48.8,62.1,55.9,78.2,51.6,50.1,Netherlands,Tilburg University,100 to 200
353,12993,24.1,2,66,34,22.2,17.2,47.8,36.4,36.6,29.8,28.3,Italy,University of Sassari,> 300
351,33694,43.1,4,55,45,19.4,26.0,38.6,36.2,52.4,30.0,28.3,Canada,Ryerson University,> 300
402,6780,16.1,6,38,62,17.9,13.8,33.9,91.5,37.1,24.8,22.2,Malaysia,Universiti Tenaga Nasional (UNITEN),> 300
196,7523,9.2,21,83,17,23.7,19.1,84.7,43.3,91.6,46.2,44.5,United Arab Emirates,United Arab Emirates University,100 to 200
326,26445,23.9,15,55,45,19.7,25.8,42.5,40.4,69.2,32.6,28.3,South Africa,University of Johannesburg,> 300
86,17799,14.1,43,54,46,35.3,43.1,98.0,44.1,96.7,61.3,61.3,United Kingdom,Queen Mary University of London,0 to 100
125,8917,20.7,19,0,0,44.6,48.8,61.0,99.8,78.3,54.7,54.7,Netherlands,Eindhoven University of Technology,100 to 200
483,34108,15.6,0,42,58,16.0,8.8,16.4,36.6,40.8,16.3,10.7,Bangladesh,University of Dhaka,> 300
355,223275,40.6,2,48,52,21.8,13.7,51.5,35.4,35.3,29.6,28.3,Egypt,Cairo University,> 300
70,21783,13.6,27,54,46,41.8,48.4,95.5,40.9,86.6,63.2,63.2,United Kingdom,University of Bristol,0 to 100
394,7681,27.2,12,73,27,16.9,20.1,29.5,38.2,63.0,25.6,22.2,Estonia,Tallinn University,> 300
337,19912,23.4,1,49,51,27.0,14.4,56.6,34.9,16.5,31.5,28.3,India,Panjab University,> 300
399,36015,14.5,4,0,0,24.8,22.1,19.3,96.9,37.5,25.1,22.2,China,Northeastern University,> 300
382,15130,14.5,5,0,0,27.6,14.1,32.7,38.2,48.8,26.9,22.2,China,Shanghai University of Finance and Economics (SUFE),> 300
489,62844,19.3,2,47,53,15.1,9.5,19.7,40.7,18.4,15.7,10.7,Turkey,Dokuz Eyl�l University,> 300
402,10269,18.1,9,51,49,16.3,24.6,28.9,37.8,38.6,24.8,22.2,Taiwan,National Dong Hwa University,> 300
389,19700,12.5,16,57,43,21.8,12.4,36.6,36.5,54.4,26.2,22.2,Hungary,University of Szeged,> 300
504,4216,36.9,1,49,51,17.4,17.6,5.2,36.9,16.6,14.2,10.7,Latvia,Latvia University of Life Sciences and Technologies,> 300
218,17754,20.0,31,53,47,24.1,28.4,67.9,35.0,91.5,43.9,42.4,United Kingdom,University of Kent,200 to 300
437,12913,18.4,12,56,44,17.1,13.2,26.2,36.1,41.3,21.0,10.7,Spain,University of Almer�a,> 300
409,29327,15.3,1,51,49,20.1,13.1,37.8,45.2,22.8,24.1,22.2,China,NorthWest A&F University,> 300
507,42198,16.8,0,58,42,15.0,7.9,9.1,34.4,45.6,13.9,10.7,Venezuela,"University of the Andes, Venezuela",> 300
83,36352,67.7,13,55,45,47.6,47.0,88.0,93.3,60.3,61.6,61.6,Germany,University of Bonn,0 to 100
328,52994,19.7,11,58,42,24.9,23.6,39.1,42.1,67.2,32.4,28.3,Canada,Universit� du Qu�bec,> 300
327,15420,9.0,5,0,0,38.2,25.9,36.0,35.8,20.8,32.5,28.3,China,Nanjing Medical University,> 300
95,9587,11.0,45,59,41,41.0,48.9,77.6,62.4,99.6,59.3,59.3,Hong Kong,City University of Hong Kong,0 to 100
344,12753,16.5,8,54,46,21.5,14.7,53.9,38.8,37.7,30.8,28.3,United States,New Mexico State University (Main campus),> 300
175,26412,22.2,8,53,47,30.6,27.5,86.8,34.4,54.9,48.4,46.9,Germany,University of Kiel,100 to 200
398,16750,22.8,0,50,50,18.7,13.5,41.1,49.7,25.8,25.2,22.2,Brazil,Pontifical Catholic University of Rio Grande do Sul (PUCRS),> 300
306,12730,11.5,3,46,54,20.6,23.4,61.8,58.2,21.7,34.8,28.3,South Korea,University of Ulsan,> 300
411,70450,10.8,3,47,53,27.3,16.2,27.4,43.3,20.4,23.9,22.2,China,Jilin University,> 300
419,12367,33.1,6,70,30,17.0,19.3,24.4,41.6,48.9,22.9,22.2,Latvia,University of Latvia,> 300
214,34267,108.8,10,45,55,37.6,41.4,54.2,45.8,42.2,44.3,42.4,Germany,TU Dortmund University,200 to 300
336,21902,44.3,3,47,53,16.5,14.7,60.2,37.3,43.4,31.6,28.3,Greece,University of Ioannina,> 300
138,28560,16.0,19,0,0,33.9,34.2,84.7,48.1,77.2,52.8,50.1,Canada,University of Calgary,100 to 200
226,24830,32.3,6,57,43,18.6,22.8,87.5,45.2,44.6,43.1,42.4,Italy,University of Perugia,200 to 300
245,29290,14.4,6,61,39,33.9,27.2,62.9,35.4,41.9,41.2,38.8,United States,Georgia State University,200 to 300
330,26670,10.8,13,66,34,28.7,16.9,47.8,40.0,42.6,32.2,28.3,Russian Federation,Kazan Federal University,> 300
339,18878,18.2,3,55,45,22.7,19.2,51.9,34.4,30.4,31.3,28.3,United States,Old Dominion University,> 300
381,47225,18.6,2,32,68,19.9,13.6,47.4,52.8,18.4,27.0,22.2,China,China University of Mining and Technology,> 300
453,87471,19.7,1,45,55,15.2,9.0,25.7,34.4,46.7,19.3,10.7,Egypt,Assiut University,> 300
365,27455,31.6,6,44,56,28.7,23.2,30.7,62.1,30.4,28.6,28.3,Turkey,Middle East Technical University,> 300
504,32012,9.5,1,51,49,17.8,7.4,11.9,34.6,29.0,14.2,10.7,Mexico,Autonomous University of San Luis Potosi,> 300
483,13745,30.2,1,58,42,16.6,14.4,16.1,36.9,16.6,16.3,10.7,Iran,Yazd University,> 300
86,9481,10.2,8,20,80,62.6,66.4,58.1,99.9,35.5,61.3,61.3,South Korea,Korea Advanced Institute of Science and Technology (KAIST),0 to 100
293,8438,27.4,3,53,47,19.6,18.2,75.2,35.6,18.7,36.2,35.3,Iran,University of Kashan,200 to 300
